Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners,Time to Activation
Region C,Country 16,2021-09-03,0012E00002bdask,Active,2021-09-07,Basic,2022-01-09,1.0,4 days
Region B,Country 2,2021-09-03,0012E00002bdasK,Active,2021-09-03,Basic,,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasL,Active,2021-09-03,Basic,,1.3,0 days
Region B,Country 9,2021-09-03,0012E00002bdasM,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasN,Active,2021-09-03,Basic,,1.3,0 days
Region B,Country 4,2021-09-03,0012E00002bdasO,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasP,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 10,2021-09-03,0012E00002bdasQ,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasR,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasS,Active,2021-09-03,Basic,,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasT,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 9,2021-09-03,0012E00002bdasU,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasV,Active,2021-09-03,Basic,,1.3,0 days
Region B,Country 9,2021-09-03,0012E00002bdasW,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 9,2021-09-03,0012E00002bdasX,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 2,2021-09-03,0012E00002bdasY,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region B,Country 9,2021-09-03,0012E00002bdasZ,Active,2021-09-03,Basic,2022-01-14,1.3,0 days
Region C,Country 16,2021-09-03,0012E00002bdatE,Active,2021-09-03,Basic,2022-01-09,1.0,0 days
Region B,Country 17,2021-09-04,0012E00002bdatJ,Blocked,2021-09-08,Basic,,2.0,4 days
Region C,Country 16,2021-09-08,0012E00002bdavK,Active,2021-09-09,Basic,,2.0,1 days
Region B,Country 2,2021-09-03,0012E00002bdaVO,Churned,2021-09-13,Core,,0.0,10 days
Region C,Country 16,2021-09-23,0012E00002bdAxg,Active,2021-09-27,Basic,2021-12-29,2.0,4 days
Region B,Country 10,2021-09-03,0012E00002bdaYm,Onboarding,,Core,,1.0,
Region D,Country 5,2021-09-03,0012E00002bdaZp,Active,2021-09-10,Core,,1.3,7 days
Region B,Country 10,2021-09-08,0012E00002bdb0U,Onboarding,,Basic,,0.0,
Region B,Country 17,2021-09-08,0012E00002bdb4b,Blocked,2021-09-09,Basic,,1.0,1 days
Region D,Country 15,2021-09-20,0012E00002bdb6I,Active,2021-09-27,Basic,,2.0,7 days
Region B,Country 2,2021-09-14,0012E00002bdb7H,Active,2021-09-18,Basic,2022-01-11,2.0,4 days
Region B,Country 9,2021-09-10,0012E00002bdB8P,Blocked,2021-09-17,Basic,,1.0,7 days
Region B,Country 19,2021-09-03,0012E00002bdbAo,Blocked,2021-08-30,Core,,0.0,-4 days
Region C,Country 16,2021-09-03,0012E00002bdbbq,Active,2021-09-07,Basic,2022-01-14,3.0,4 days
Region D,Country 20,2021-09-04,0012E00002bdbBS,Active,2021-09-14,Basic,2022-01-10,2.0,10 days
Region D,Country 5,2021-09-08,0012E00002bdbC1,Churned,2021-09-13,Basic,,2.0,5 days
Region C,Country 16,2021-09-02,0012E00002bdbDE,Active,2021-09-07,Core,2022-01-12,3.0,5 days
Region C,Country 3,2021-09-03,0012E00002bdbg7,Active,2021-09-14,Basic,,0.0,11 days
Region B,Country 9,2021-09-03,0012E00002bdbgM,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 18,2021-09-03,0012E00002bdbIP,Active,2021-09-07,Core,,2.0,4 days
Region B,Country 18,2021-09-03,0012E00002bdbIt,Active,2021-09-12,Core,,3.0,9 days
Region C,Country 16,2021-09-21,0012E00002bdBJX,Active,2021-09-23,Basic,,1.0,2 days
Region C,Country 16,2021-11-02,0012E00002bdbkJ,Active,2021-11-04,Basic,2021-12-23,3.0,2 days
Region B,Country 2,2021-09-09,0012E00002bdBLd,Paused,,Basic,,1.3,
Region B,Country 9,2021-09-03,0012E00002bdblg,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 9,2021-09-03,0012E00002bdbmU,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 9,2021-09-03,0012E00002bdbn8,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 9,2021-09-03,0012E00002bdbn9,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 9,2021-09-03,0012E00002bdbnA,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region C,Country 3,2021-09-28,0012E00002bdbNi,Churned,2021-09-28,Basic,,0.0,0 days
Region B,Country 9,2021-09-03,0012E00002bdbnm,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 4,2021-09-03,0012E00002bdBnS,Onboarding,,Core,,0.0,
Region B,Country 9,2021-09-03,0012E00002bdbnw,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 9,2021-09-03,0012E00002bdbnx,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region B,Country 9,2021-09-03,0012E00002bdboL,Active,2021-09-15,Core,2022-01-11,4.0,12 days
Region C,Country 16,2021-09-10,0012E00002bdbOv,Churned,2021-09-13,Basic,,0.0,3 days
Region B,Country 9,2021-09-03,0012E00002bdbQI,Active,2021-09-10,Core,,3.0,7 days
Region C,Country 16,2021-09-03,0012E00002bdbRa,Active,2021-09-07,Basic,2022-01-14,2.0,4 days
Region C,Country 16,2021-09-03,0012E00002bdbsm,Churned,2021-09-07,Basic,2021-12-19,5.0,4 days
Region C,Country 16,2021-09-03,0012E00002bdbSx,Active,2021-09-07,Basic,2021-11-28,3.0,4 days
Region C,Country 16,2021-09-08,0012E00002bdbTC,Active,2021-09-08,Basic,2022-01-11,3.0,0 days
Region C,Country 16,2021-09-03,0012E00002bdBTD,Active,2021-09-03,Premium,,1.0,0 days
Region C,Country 16,2021-09-03,0012E00002bdbvv,Active,2021-11-24,Basic,2022-01-14,4.0,82 days
Region C,Country 3,2021-09-03,0012E00002bdbWI,Active,2021-09-08,Premium,,2.0,5 days
Region B,Country 9,2021-09-04,0012E00002bdbwR,Churned,2021-09-09,Basic,,0.0,5 days
Region B,Country 9,2021-09-03,0012E00002bdbXP,Active,2021-05-12,Basic,2022-01-15,1.0,-114 days
Region C,Country 16,2021-09-01,0012E00002bdByf,Churned,2021-09-03,Premium,,1.0,2 days
Region C,Country 16,2021-09-03,0012E00002bdC5U,Active,2021-09-07,Basic,2022-01-12,1.0,4 days
Region D,Country 11,2021-09-05,0012E00002bdcdT,Active,2021-09-14,Basic,,1.0,9 days
Region A,Country 1,2021-09-07,0012E00002bdCdv,Active,2021-09-08,Basic,2021-11-28,2.0,1 days
Region D,Country 11,2021-09-07,0012E00002bdcfw,Churned,2021-09-18,Basic,,1.0,11 days
Region A,Country 13,2021-09-03,0012E00002bdcGj,Active,2021-09-21,Premium,,1.0,18 days
Region A,Country 13,2021-09-03,0012E00002bdcGK,Churned,2021-09-15,Premium,,1.0,12 days
Region A,Country 13,2021-09-03,0012E00002bdcHD,Active,2021-10-05,Premium,,1.0,32 days
Region A,Country 13,2021-09-03,0012E00002bdcHS,Active,2021-10-05,Premium,,1.0,32 days
Region A,Country 6,2021-09-04,0012E00002bdcJd,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJe,Active,2021-09-12,Basic,2022-01-15,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJJ,Churned,2021-09-12,Basic,,1.3,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJL,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJn,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJo,Active,2021-09-12,Basic,,2.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJp,Churned,2021-10-04,Basic,,1.3,30 days
Region A,Country 6,2021-09-04,0012E00002bdcJq,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJT,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJU,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJx,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJy,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 6,2021-09-04,0012E00002bdcJz,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 13,2021-09-04,0012E00002bdcKb,Active,2021-10-05,Basic,,0.0,31 days
Region A,Country 21,2021-09-04,0012E00002bdcKC,Churned,2021-10-22,Basic,2021-11-25,1.0,48 days
Region A,Country 13,2021-09-04,0012E00002bdcKg,Active,2021-10-05,Basic,,1.0,31 days
Region A,Country 6,2021-09-04,0012E00002bdcKH,Active,2021-09-12,Basic,,3.0,8 days
Region A,Country 21,2021-09-04,0012E00002bdcKq,Dead Opportunity,,Basic,,1.3,
Region A,Country 6,2021-09-04,0012E00002bdcl6,Churned,2021-09-14,Basic,,1.3,10 days
Region A,Country 21,2021-09-04,0012E00002bdcLP,Active,2021-09-27,Basic,2022-01-13,1.0,23 days
Region A,Country 21,2021-09-04,0012E00002bdcLZ,Active,2021-09-27,Basic,2022-01-13,1.0,23 days
Region D,Country 5,2021-09-16,0012E00002bdCoF,Active,2021-09-17,Basic,,4.0,1 days
Region A,Country 1,2021-09-04,0012E00002bdcP7,Active,2021-09-08,Basic,2021-12-28,4.0,4 days
Region A,Country 1,2021-09-04,0012E00002bdcPb,Active,2021-09-09,Basic,,1.0,5 days
Region A,Country 1,2021-09-04,0012E00002bdcPM,Active,2021-09-09,Basic,,2.0,5 days
Region A,Country 8,2021-09-06,0012E00002bdCPP,Churned,2021-10-08,Basic,,0.0,32 days
Region D,Country 5,2021-09-04,0012E00002bdcPq,Active,2021-09-07,Basic,,0.0,3 days
Region A,Country 1,2021-09-04,0012E00002bdcQ5,Active,2021-09-07,Basic,,2.0,3 days
Region A,Country 1,2021-09-04,0012E00002bdcQF,Active,2021-09-09,Basic,,2.0,5 days
Region A,Country 12,2021-09-08,0012E00002bdCqL,Dead Opportunity,,Basic,,1.3,
Region C,Country 16,2021-12-03,0012E00002bdCRz,Active,2021-12-06,Basic,2022-01-10,4.0,3 days
Region D,Country 5,2021-09-04,0012E00002bdcU2,Active,2021-09-23,Basic,,2.0,19 days
Region B,Country 9,2021-09-01,0012E00002bdCXn,Churned,2021-09-03,Core,,0.0,2 days
Region A,Country 8,2021-09-03,0012E00002bdCxW,Active,2021-09-30,Core,2021-12-19,3.0,27 days
Region A,Country 13,2021-09-03,0012E00002bdcyK,Active,2021-10-05,Premium,2021-12-07,1.0,32 days
Region A,Country 8,2021-09-29,0012E00002bdDb3,Active,2021-10-27,Basic,,1.0,28 days
Region C,Country 16,2021-09-07,0012E00002bddBb,Active,2021-09-08,Basic,,3.0,1 days
Region C,Country 16,2021-09-03,0012E00002bdde1,Active,2021-09-10,Basic,,2.0,7 days
Region B,Country 4,2021-09-09,0012E00002bdDeH,Churned,2021-10-01,Basic,2022-01-15,1.0,22 days
Region B,Country 26,2021-09-17,0012E00002bdDj4,Onboarding,,Basic,,1.0,
Region B,Country 17,2021-09-22,0012E00002bdDkp,Blocked,2021-09-24,Basic,2021-11-24,4.0,2 days
Region B,Country 2,2021-09-01,0012E00002bdDmG,Active,2021-09-08,Core,,1.0,7 days
Region B,Country 2,2021-09-01,0012E00002bdDnY,Active,2021-09-08,Core,,1.0,7 days
Region D,Country 15,2021-10-27,0012E00002bdDPp,Active,2021-10-29,Basic,2021-12-01,3.0,2 days
Region B,Country 10,2021-09-04,0012E00002bddTX,Churned,2021-09-07,Basic,,0.0,3 days
Region C,Country 16,2021-09-03,0012E00002bddWg,Active,2021-09-07,Basic,2022-01-15,2.0,4 days
Region A,Country 8,2021-09-01,0012E00002bdDXo,Churned,2021-10-13,Core,,0.0,42 days
Region C,Country 16,2021-09-03,0012E00002bddYS,Active,2021-09-07,Basic,2022-01-15,3.0,4 days
Region C,Country 16,2021-10-07,0012E00002bdEaS,Active,2021-10-07,Basic,2022-01-15,1.0,0 days
Region B,Country 2,2021-09-06,0012E00002bdEC9,Churned,,Basic,,0.0,
Region D,Country 11,2021-09-05,0012E00002bdeE6,Active,2021-09-14,Basic,,2.0,9 days
Region C,Country 16,2021-09-10,0012E00002bdEF3,Active,2021-09-10,Basic,,1.0,0 days
Region A,Country 13,2021-09-05,0012E00002bdeFY,Active,2021-09-21,Basic,,2.0,16 days
Region D,Country 11,2021-09-05,0012E00002bdeGb,Churned,2021-09-14,Basic,,1.0,9 days
Region D,Country 11,2021-09-05,0012E00002bdeGl,Churned,2021-10-07,Basic,,1.0,32 days
Region D,Country 11,2021-09-09,0012E00002bdeGM,Churned,2021-09-18,Basic,,2.0,9 days
Region C,Country 16,2021-09-08,0012E00002bdEhT,Active,2021-09-28,Basic,2022-01-07,3.0,20 days
Region D,Country 11,2021-09-05,0012E00002bdeky,Active,2021-09-13,Basic,,4.0,8 days
Region C,Country 16,2021-09-09,0012E00002bdELQ,Active,2021-09-10,Basic,,2.0,1 days
Region D,Country 11,2021-10-26,0012E00002bdeQg,Active,2021-11-07,Basic,2021-11-22,1.0,12 days
Region A,Country 13,2021-09-05,0012E00002bdeRK,Active,2021-10-05,Basic,,1.3,30 days
Region A,Country 13,2021-09-05,0012E00002bdeRy,Active,2021-09-15,Basic,,1.0,10 days
Region D,Country 14,2021-10-07,0012E00002bdeT1,Active,2021-10-14,Basic,,2.0,7 days
Region C,Country 3,2021-10-13,0012E00002bdET2,Active,2021-10-14,Basic,,2.0,1 days
Region D,Country 29,2021-10-12,0012E00002bdeUE,Active,2021-10-25,Basic,2021-11-28,0.0,13 days
Region D,Country 11,2021-09-07,0012E00002bdeVb,Active,2021-09-18,Basic,,1.0,11 days
Region C,Country 16,2021-09-03,0012E00002bdEXd,Active,2021-09-08,Basic,2022-01-13,4.0,5 days
Region A,Country 13,2021-09-06,0012E00002bdeY1,Churned,2021-09-21,Basic,,1.3,15 days
Region A,Country 8,2021-09-06,0012E00002bdfaf,Onboarding,,Basic,,0.0,
Region A,Country 8,2021-09-06,0012E00002bdfau,Churned,,Basic,,0.0,
Region A,Country 1,2021-09-06,0012E00002bdfbT,Active,2021-09-07,Basic,,4.0,1 days
Region A,Country 1,2021-09-06,0012E00002bdfeS,Active,2021-09-07,Basic,2021-12-28,3.0,1 days
Region B,Country 18,2021-09-05,0012E00002bdffG,Active,2021-09-07,Basic,,2.0,2 days
Region A,Country 8,2021-09-06,0012E00002bdfFs,Active,2021-09-15,Basic,2021-12-20,2.0,9 days
Region A,Country 1,2021-09-06,0012E00002bdfh7,Onboarding,,Basic,2021-12-15,1.3,
Region A,Country 1,2021-09-06,0012E00002bdfiK,Active,2021-09-07,Basic,2022-01-11,3.0,1 days
Region A,Country 21,2021-09-06,0012E00002bdfoI,Active,2021-10-05,Basic,2022-01-14,2.0,29 days
Region A,Country 6,2021-09-07,0012E00002bdfoN,Active,2021-09-14,Basic,,1.0,7 days
Region A,Country 21,2021-09-06,0012E00002bdfor,Active,2021-09-21,Basic,2022-01-14,1.3,15 days
Region A,Country 8,2021-09-06,0012E00002bdfOW,Active,2021-10-13,Basic,2021-12-20,1.0,37 days
Region A,Country 1,2021-09-06,0012E00002bdfp1,Active,2021-09-07,Basic,,4.0,1 days
Region A,Country 1,2021-09-06,0012E00002bdfp3,Active,2021-09-07,Basic,,3.0,1 days
Region A,Country 1,2021-09-06,0012E00002bdfP8,Active,2021-09-07,Basic,,2.0,1 days
Region A,Country 21,2021-09-06,0012E00002bdfpp,Churned,2021-09-21,Basic,,1.3,15 days
Region A,Country 6,2021-09-06,0012E00002bdfq4,Churned,2021-09-12,Basic,,1.0,6 days
Region A,Country 21,2021-09-06,0012E00002bdfq9,Active,2021-09-21,Basic,,1.3,15 days
Region A,Country 1,2021-09-06,0012E00002bdfqx,Active,2021-09-07,Basic,,2.0,1 days
Region A,Country 8,2021-09-06,0012E00002bdfSg,Active,2021-10-13,Basic,2021-12-20,2.0,37 days
Region A,Country 6,2021-09-06,0012E00002bdfsK,Churned,2021-09-20,Basic,,1.3,14 days
Region A,Country 1,2021-09-06,0012E00002bdfsP,Active,2021-09-09,Basic,2021-12-21,1.0,3 days
Region A,Country 6,2021-09-06,0012E00002bdfsy,Churned,,Basic,,1.0,
Region A,Country 8,2021-09-06,0012E00002bdfTt,Active,2021-10-19,Basic,2021-12-20,2.0,43 days
Region D,Country 14,2021-09-12,0012E00002bdFu1,Churned,2021-09-25,Basic,2021-12-08,1.0,13 days
Region A,Country 1,2021-09-06,0012E00002bdfUO,Active,2021-09-07,Basic,,2.0,1 days
Region A,Country 1,2021-09-06,0012E00002bdfVG,Active,2021-09-07,Basic,,2.0,1 days
Region A,Country 6,2021-09-06,0012E00002bdfxZ,Churned,,Basic,,1.0,
Region A,Country 8,2021-09-06,0012E00002bdg1l,Churned,2021-09-21,Basic,,0.0,15 days
Region A,Country 6,2021-09-06,0012E00002bdg4f,Churned,2021-09-12,Basic,,1.0,6 days
Region D,Country 11,2021-09-26,0012E00002bdG5d,Active,2021-10-12,Basic,,0.0,16 days
Region A,Country 6,2021-09-06,0012E00002bdg5E,Churned,2021-09-12,Basic,,1.0,6 days
Region A,Country 13,2021-09-06,0012E00002bdg5i,Active,,Basic,,1.0,
Region A,Country 1,2021-09-06,0012E00002bdg5J,Churned,2021-09-07,Basic,,4.0,1 days
Region A,Country 6,2021-09-06,0012E00002bdg5n,Churned,2021-09-12,Basic,,1.0,6 days
Region D,Country 15,2021-09-06,0012E00002bdg6g,Active,2021-10-18,Basic,2021-12-28,2.0,42 days
Region A,Country 23,2021-09-06,0012E00002bdg83,Active,2021-09-07,Basic,,1.0,1 days
Region A,Country 1,2021-09-06,0012E00002bdg8N,Onboarding,,Basic,,1.0,
Region D,Country 15,2021-09-06,0012E00002bdgeO,Onboarding,,Basic,,0.0,
Region D,Country 15,2021-09-06,0012E00002bdges,Active,2021-10-22,Basic,,1.3,46 days
Region D,Country 5,2021-09-16,0012E00002bdget,Churned,2021-09-23,Basic,,2.0,7 days
Region A,Country 8,2021-09-07,0012E00002bdgHo,Churned,2021-10-22,Basic,,2.0,45 days
Region A,Country 8,2021-09-06,0012E00002bdgLC,Active,2021-10-01,Basic,,3.0,25 days
Region D,Country 11,2021-10-28,0012E00002bdgm3,Active,2021-11-07,Basic,2021-12-14,4.0,10 days
Region D,Country 15,2021-09-20,0012E00002bdgmw,Active,2021-09-27,Basic,2021-12-03,2.0,7 days
Region D,Country 5,2021-09-07,0012E00002bdgnB,Active,2021-09-15,Basic,,1.0,8 days
Region D,Country 15,2021-09-06,0012E00002bdgNI,Active,2021-09-13,Basic,2022-01-05,2.0,7 days
Region D,Country 15,2021-09-06,0012E00002bdgoi,Active,2021-09-16,Basic,,1.3,10 days
Region A,Country 8,2021-09-06,0012E00002bdgOp,Churned,2021-09-21,Basic,,0.0,15 days
Region A,Country 6,2021-09-06,0012E00002bdgPe,Churned,2021-09-12,Basic,,1.0,6 days
Region D,Country 11,2021-09-30,0012E00002bdgqt,Onboarding,,Basic,,1.0,
Region D,Country 11,2021-09-12,0012E00002bdgrF,Active,2021-10-04,Basic,,1.3,22 days
Region B,Country 17,2021-09-02,0012E00002bdGRu,Onboarding,,Core,,2.0,
Region D,Country 15,2021-09-06,0012E00002bdgSE,Active,2021-09-22,Basic,,2.0,16 days
Region D,Country 15,2021-09-06,0012E00002bdgT6,Active,2021-09-23,Basic,,2.0,17 days
Region D,Country 15,2021-09-06,0012E00002bdgTu,Active,2021-09-23,Basic,,2.0,17 days
Region D,Country 14,2021-09-16,0012E00002bdgTV,Active,2021-09-25,Basic,2021-11-23,2.0,9 days
Region D,Country 15,2021-09-06,0012E00002bdgUi,Onboarding,,Basic,,1.3,
Region B,Country 10,2021-10-17,0012E00002bdgwr,Blocked,2021-10-20,Basic,,1.0,3 days
Region D,Country 15,2021-09-06,0012E00002bdgXc,Active,2021-09-24,Basic,,1.0,18 days
Region B,Country 4,2021-09-09,0012E00002bdgxz,Churned,2021-09-28,Basic,,0.0,19 days
Region D,Country 7,2021-10-05,0012E00002bdgy4,Active,2021-10-11,Basic,,2.0,6 days
Region D,Country 15,2021-09-06,0012E00002bdgZT,Active,2021-09-22,Basic,,1.0,16 days
Region D,Country 5,2021-09-06,0012E00002bdh0Z,Active,2021-09-28,Basic,,2.0,22 days
Region A,Country 13,2021-09-06,0012E00002bdh4R,Churned,2021-09-08,Basic,,1.3,2 days
Region B,Country 9,2021-09-06,0012E00002bdh5A,Onboarding,,Basic,,0.0,
Region A,Country 6,2021-09-06,0012E00002bdh7H,Churned,2021-09-14,Basic,2022-01-14,3.0,8 days
Region B,Country 9,2021-09-07,0012E00002bdh7Q,Blocked,2021-09-28,Basic,,1.0,21 days
Region D,Country 11,2021-09-09,0012E00002bdh9C,Churned,,Basic,,1.3,
Region A,Country 6,2021-09-06,0012E00002bdh9W,Active,2021-09-14,Basic,,3.0,8 days
Region B,Country 18,2021-09-06,0012E00002bdha8,Active,2021-10-01,Basic,2021-11-17,2.0,25 days
Region A,Country 6,2021-09-06,0012E00002bdhAe,Active,2021-09-14,Basic,,2.0,8 days
Region D,Country 11,2021-09-07,0012E00002bdhAt,Active,2021-09-18,Basic,,1.0,11 days
Region B,Country 18,2021-09-06,0012E00002bdhaw,Active,2021-10-01,Basic,2021-11-17,3.0,25 days
Region B,Country 10,2021-09-06,0012E00002bdhax,Onboarding,,Basic,,0.0,
Region B,Country 18,2021-09-06,0012E00002bdhAy,Paused,2021-09-14,Basic,,1.0,8 days
Region B,Country 18,2021-09-06,0012E00002bdhbf,Active,2021-10-01,Basic,2021-11-17,3.0,25 days
Region B,Country 9,2021-09-06,0012E00002bdhBN,Active,2021-11-03,Basic,,3.0,58 days
Region B,Country 18,2021-09-06,0012E00002bdhci,Active,2021-10-01,Basic,2021-11-17,3.0,25 days
Region B,Country 18,2021-09-06,0012E00002bdhcO,Active,2021-11-01,Basic,2021-11-17,3.0,56 days
Region B,Country 18,2021-09-06,0012E00002bdhCu,Paused,2021-09-15,Basic,,0.0,9 days
Region B,Country 9,2021-09-06,0012E00002bdhd2,Dead Opportunity,,Basic,2022-01-14,1.3,
Region B,Country 18,2021-09-06,0012E00002bdhEq,Paused,2021-09-10,Basic,,0.0,4 days
Region B,Country 19,2021-09-06,0012E00002bdheV,Onboarding,,Basic,,1.3,
Region B,Country 9,2021-09-21,0012E00002bdhGm,Onboarding,2021-10-01,Basic,,1.0,10 days
Region B,Country 9,2021-09-21,0012E00002bdhGs,Onboarding,2021-10-01,Basic,,1.0,10 days
Region B,Country 9,2021-09-21,0012E00002bdhH2,Onboarding,2021-10-01,Basic,,1.0,10 days
Region B,Country 9,2021-09-21,0012E00002bdhH6,Onboarding,2021-10-01,Basic,,1.0,10 days
Region B,Country 2,2021-09-06,0012E00002bdhHk,Active,2021-09-07,Basic,,3.0,1 days
Region B,Country 9,2021-09-21,0012E00002bdhHL,Onboarding,2021-10-01,Basic,,2.0,10 days
Region B,Country 4,2021-09-06,0012E00002bdhIi,Active,2021-10-16,Basic,,1.0,40 days
Region B,Country 4,2021-09-06,0012E00002bdhIo,Active,2021-10-08,Basic,,1.0,32 days
Region B,Country 10,2021-09-06,0012E00002bdhJb,Onboarding,,Basic,,1.3,
Region B,Country 4,2021-09-06,0012E00002bdhJH,Active,2021-09-25,Basic,,2.0,19 days
Region B,Country 10,2021-09-06,0012E00002bdhJl,Onboarding,,Basic,,1.3,
Region C,Country 16,2021-09-07,0012E00002bdhkA,Active,2021-09-09,Basic,,5.0,2 days
Region B,Country 9,2021-09-24,0012E00002bdhla,Active,2021-11-11,Basic,,4.0,48 days
Region B,Country 9,2021-12-02,0012E00002bdhlG,Active,2021-05-12,Basic,2022-01-15,1.0,-204 days
Region B,Country 9,2021-09-06,0012E00002bdhm4,Active,2021-05-12,Basic,2022-01-15,2.0,-117 days
Region B,Country 9,2021-09-06,0012E00002bdhmA,Onboarding,,Basic,,1.0,
Region B,Country 9,2021-09-06,0012E00002bdhmJ,Active,2021-05-12,Basic,2022-01-15,2.0,-117 days
Region B,Country 9,2021-09-06,0012E00002bdhnb,Active,2020-11-18,Basic,2022-01-14,3.0,-292 days
Region B,Country 9,2021-09-06,0012E00002bdhNi,Blocked,2021-09-09,Basic,,3.0,3 days
Region B,Country 9,2021-09-06,0012E00002bdhnq,Active,2020-12-22,Basic,2022-01-14,3.0,-258 days
Region B,Country 9,2021-09-06,0012E00002bdhoF,Active,2020-12-22,Basic,2022-01-14,2.0,-258 days
Region B,Country 9,2021-09-06,0012E00002bdhoK,Active,2020-11-18,Basic,2022-01-14,1.0,-292 days
Region B,Country 9,2021-09-06,0012E00002bdhoL,Active,2020-11-18,Basic,2022-01-14,2.0,-292 days
Region B,Country 9,2021-09-06,0012E00002bdhoy,Active,2020-12-22,Basic,2022-01-14,2.0,-258 days
Region B,Country 9,2021-09-06,0012E00002bdhP5,Active,2021-09-09,Basic,,1.0,3 days
Region B,Country 9,2021-09-06,0012E00002bdhpm,Active,2020-12-22,Basic,2022-01-14,3.0,-258 days
Region A,Country 1,2021-09-07,0012E00002bdhpN,Active,2021-09-08,Basic,,4.0,1 days
Region B,Country 26,2021-09-09,0012E00002bdhRL,Onboarding,,Basic,,0.0,
Region A,Country 1,2021-09-07,0012E00002bdhsH,Churned,2021-09-07,Basic,2021-12-24,1.0,0 days
Region A,Country 1,2021-09-07,0012E00002bdhu3,Churned,2021-09-07,Basic,2022-01-01,1.0,0 days
Region A,Country 1,2021-09-07,0012E00002bdhuD,Active,2021-09-07,Basic,,1.3,0 days
